Cust_id,contact,day,month,year,duration
ABC12818,broker,7,jul,2008,106
ABC12819,broker,7,jul,2008,149
ABC12820,broker,7,jul,2008,480
ABC12821,broker,7,jul,2008,51
ABC12822,broker,7,jul,2008,532
ABC12823,broker,7,jul,2008,575
ABC12824,broker,7,jul,2008,72
ABC12825,broker,7,jul,2008,574
ABC12826,broker,7,jul,2008,445
ABC12827,broker,7,jul,2008,554
ABC12828,broker,7,jul,2008,129
ABC12829,broker,7,jul,2008,46
ABC12830,broker,7,jul,2008,254
ABC12831,broker,7,jul,2008,226
ABC12833,broker,7,jul,2008,1200
ABC12834,broker,7,jul,2008,295
ABC12835,broker,7,jul,2008,125
ABC12836,broker,7,jul,2008,78
ABC12837,broker,7,jul,2008,174
ABC12839,broker,7,jul,2008,309
ABC12840,broker,7,jul,2008,209
ABC12841,broker,7,jul,2008,630
ABC12842,broker,7,jul,2008,57
ABC12843,broker,7,jul,2008,206
ABC12844,broker,7,jul,2008,243
ABC12845,broker,7,jul,2008,451
ABC12846,broker,7,jul,2008,111
ABC12847,broker,7,jul,2008,154
ABC12848,broker,7,jul,2008,162
ABC12849,broker,7,jul,2008,86
ABC12850,broker,7,jul,2008,448
ABC12851,broker,7,jul,2008,261
ABC12852,broker,7,jul,2008,151
ABC12853,broker,7,jul,2008,120
ABC12854,broker,7,jul,2008,199
ABC12856,broker,7,jul,2008,97
ABC12857,broker,7,jul,2008,531
ABC12858,broker,7,jul,2008,112
ABC12859,broker,7,jul,2008,80
ABC12861,broker,7,jul,2008,210
ABC12862,broker,7,jul,2008,153
ABC12863,broker,7,jul,2008,599
ABC12864,broker,7,jul,2008,2201
ABC12865,broker,7,jul,2008,236
ABC12866,broker,7,jul,2008,532
ABC12867,broker,7,jul,2008,849
ABC12868,broker,7,jul,2008,136
ABC12869,broker,7,jul,2008,500
ABC12870,broker,7,jul,2008,61
ABC12871,broker,7,jul,2008,212
ABC12872,broker,7,jul,2008,337
ABC12873,broker,7,jul,2008,1467
ABC12874,broker,7,jul,2008,117
ABC12875,broker,7,jul,2008,387
ABC12876,broker,7,jul,2008,353
ABC12877,broker,7,jul,2008,500
ABC12878,broker,7,jul,2008,387
ABC12879,broker,7,jul,2008,162
ABC12880,broker,7,jul,2008,70
ABC12881,broker,7,jul,2008,535
ABC12882,broker,7,jul,2008,175
ABC12883,broker,7,jul,2008,973
ABC12885,broker,7,jul,2008,422
ABC12886,broker,7,jul,2008,354
ABC12887,broker,7,jul,2008,835
ABC12888,broker,7,jul,2008,511
ABC12889,broker,7,jul,2008,209
ABC12890,broker,7,jul,2008,166
ABC12891,broker,7,jul,2008,1165
ABC12892,broker,7,jul,2008,113
ABC12893,broker,7,jul,2008,98
ABC12894,broker,7,jul,2008,190
ABC12895,broker,7,jul,2008,104
ABC12896,broker,7,jul,2008,88
ABC12897,broker,7,jul,2008,316
ABC12899,broker,7,jul,2008,455
ABC12900,broker,7,jul,2008,830
ABC12901,broker,7,jul,2008,271
ABC12902,broker,7,jul,2008,167
ABC12903,broker,7,jul,2008,108
ABC12904,broker,7,jul,2008,326
ABC12905,broker,7,jul,2008,91
ABC12906,broker,7,jul,2008,375
ABC12907,broker,7,jul,2008,457
ABC12908,broker,7,jul,2008,227
ABC12909,broker,7,jul,2008,216
ABC12910,broker,7,jul,2008,299
ABC12911,broker,7,jul,2008,366
ABC12912,broker,7,jul,2008,238
ABC12913,broker,7,jul,2008,281
ABC12914,broker,7,jul,2008,290
ABC12915,broker,7,jul,2008,234
ABC12916,broker,7,jul,2008,107
ABC12917,broker,7,jul,2008,92
ABC12919,broker,7,jul,2008,159
ABC12920,broker,7,jul,2008,97
ABC12921,broker,7,jul,2008,112
ABC12922,broker,7,jul,2008,293
ABC12923,broker,7,jul,2008,88
ABC12924,broker,7,jul,2008,273
ABC12925,broker,7,jul,2008,152
ABC12926,broker,7,jul,2008,87
ABC12928,broker,7,jul,2008,98
ABC12929,broker,7,jul,2008,124
ABC12930,broker,7,jul,2008,244
ABC12931,broker,7,jul,2008,264
ABC12932,broker,7,jul,2008,280
ABC12933,broker,7,jul,2008,116
ABC12934,broker,7,jul,2008,164
ABC12935,broker,7,jul,2008,25
ABC12936,broker,7,jul,2008,196
ABC12937,broker,7,jul,2008,36
ABC12938,broker,7,jul,2008,277
ABC12939,broker,7,jul,2008,95
ABC12940,broker,7,jul,2008,116
ABC12941,broker,7,jul,2008,305
ABC12942,broker,7,jul,2008,15
ABC12944,broker,7,jul,2008,263
ABC12945,broker,7,jul,2008,210
ABC12946,broker,7,jul,2008,333
ABC12947,broker,7,jul,2008,100
ABC12948,broker,7,jul,2008,75
ABC12950,broker,7,jul,2008,221
ABC12951,broker,7,jul,2008,51
ABC12952,broker,7,jul,2008,199
ABC12953,broker,7,jul,2008,576
ABC12954,broker,7,jul,2008,340
ABC12956,broker,7,jul,2008,187
ABC12957,broker,7,jul,2008,255
ABC12958,broker,7,jul,2008,160
ABC12959,broker,7,jul,2008,96
ABC12961,broker,7,jul,2008,182
ABC12962,broker,7,jul,2008,104
ABC12963,broker,7,jul,2008,13
ABC12964,broker,7,jul,2008,150
ABC12965,broker,7,jul,2008,167
ABC12966,broker,7,jul,2008,264
ABC12967,broker,7,jul,2008,224
ABC12968,broker,7,jul,2008,317
ABC12969,broker,7,jul,2008,74
ABC12970,broker,7,jul,2008,179
ABC12971,broker,7,jul,2008,422
ABC12972,broker,7,jul,2008,447
ABC12973,broker,7,jul,2008,371
ABC12974,broker,7,jul,2008,122
ABC12976,broker,7,jul,2008,79
ABC12977,broker,7,jul,2008,159
ABC12979,broker,7,jul,2008,261
ABC12980,broker,7,jul,2008,140
ABC12982,broker,7,jul,2008,500
ABC12984,broker,7,jul,2008,407
ABC12985,broker,7,jul,2008,416
ABC12986,broker,7,jul,2008,112
ABC12987,broker,7,jul,2008,756
ABC12989,broker,7,jul,2008,339
ABC12991,broker,7,jul,2008,164
ABC12994,broker,7,jul,2008,95
ABC12995,broker,7,jul,2008,285
ABC12996,broker,7,jul,2008,88
ABC12997,broker,7,jul,2008,78
ABC12998,broker,7,jul,2008,422
ABC12999,broker,7,jul,2008,719
ABC13002,broker,7,jul,2008,269
ABC13003,broker,7,jul,2008,112
ABC13004,broker,7,jul,2008,28
ABC13005,broker,7,jul,2008,208
ABC13006,broker,7,jul,2008,221
ABC13007,broker,7,jul,2008,624
ABC13008,broker,7,jul,2008,252
ABC13009,broker,7,jul,2008,230
ABC13010,broker,7,jul,2008,482
ABC13012,broker,7,jul,2008,625
ABC13013,broker,7,jul,2008,53
ABC13014,broker,7,jul,2008,279
ABC13015,broker,7,jul,2008,136
ABC13016,broker,7,jul,2008,242
ABC13017,broker,7,jul,2008,185
ABC13020,broker,7,jul,2008,205
ABC13021,broker,7,jul,2008,131
ABC13022,broker,7,jul,2008,15
ABC13023,broker,7,jul,2008,192
ABC13024,broker,7,jul,2008,118
ABC13025,broker,7,jul,2008,219
ABC13026,broker,7,jul,2008,214
ABC13027,broker,8,jul,2008,188
ABC13028,broker,8,jul,2008,262
ABC13029,broker,8,jul,2008,226
ABC13030,broker,8,jul,2008,164
ABC13031,broker,8,jul,2008,290
ABC13032,broker,8,jul,2008,342
ABC13033,broker,8,jul,2008,140
ABC13034,broker,8,jul,2008,161
ABC13035,broker,8,jul,2008,259
ABC13036,broker,8,jul,2008,47
ABC13037,broker,8,jul,2008,163
ABC13038,broker,8,jul,2008,491
ABC13039,broker,8,jul,2008,220
ABC13040,broker,8,jul,2008,104
ABC13043,broker,8,jul,2008,109
ABC13044,broker,8,jul,2008,259
ABC13045,broker,8,jul,2008,226
ABC13046,broker,8,jul,2008,183
ABC13047,broker,8,jul,2008,24
ABC13048,broker,8,jul,2008,216
ABC13050,broker,8,jul,2008,123
ABC13051,broker,8,jul,2008,146
ABC13052,broker,8,jul,2008,362
ABC13053,broker,8,jul,2008,159
ABC13054,broker,8,jul,2008,124
ABC13055,broker,8,jul,2008,306
ABC13056,broker,8,jul,2008,191
ABC13057,broker,8,jul,2008,165
ABC13058,broker,8,jul,2008,509
ABC13059,broker,8,jul,2008,431
ABC13060,broker,8,jul,2008,160
ABC13061,broker,8,jul,2008,175
ABC13062,broker,8,jul,2008,178
ABC13063,broker,8,jul,2008,186
ABC13064,broker,8,jul,2008,395
ABC13065,broker,8,jul,2008,143
ABC13066,broker,8,jul,2008,201
ABC13067,broker,8,jul,2008,740
ABC13068,broker,8,jul,2008,534
ABC13069,broker,8,jul,2008,320
ABC13070,broker,8,jul,2008,425
ABC13071,broker,8,jul,2008,59
ABC13073,broker,8,jul,2008,290
ABC13074,broker,8,jul,2008,85
ABC13075,broker,8,jul,2008,31
ABC13076,broker,8,jul,2008,393
ABC13077,broker,8,jul,2008,82
ABC13078,broker,8,jul,2008,523
ABC13079,broker,8,jul,2008,203
ABC13080,broker,8,jul,2008,136
ABC13081,broker,8,jul,2008,144
ABC13082,broker,8,jul,2008,152
ABC13083,broker,8,jul,2008,119
ABC13084,broker,8,jul,2008,732
ABC13085,broker,8,jul,2008,136
ABC13086,broker,8,jul,2008,733
ABC13087,broker,8,jul,2008,85
ABC13088,broker,8,jul,2008,524
ABC13090,broker,8,jul,2008,286
ABC13091,broker,8,jul,2008,304
ABC13092,broker,8,jul,2008,106
ABC13093,broker,8,jul,2008,102
ABC13094,broker,8,jul,2008,42
ABC13095,broker,8,jul,2008,240
ABC13096,broker,8,jul,2008,711
ABC13097,broker,8,jul,2008,288
ABC13098,broker,8,jul,2008,215
ABC13099,broker,8,jul,2008,99
ABC13100,broker,8,jul,2008,238
ABC13101,broker,8,jul,2008,136
ABC13102,broker,8,jul,2008,225
ABC13103,broker,8,jul,2008,367
ABC13104,broker,8,jul,2008,188
ABC13105,broker,8,jul,2008,531
ABC13106,broker,8,jul,2008,217
ABC13107,broker,8,jul,2008,256
ABC13108,broker,8,jul,2008,634
ABC13109,broker,8,jul,2008,124
ABC13110,broker,8,jul,2008,260
ABC13111,broker,8,jul,2008,133
ABC13112,broker,8,jul,2008,460
ABC13113,broker,8,jul,2008,113
ABC13114,broker,8,jul,2008,166
ABC13115,broker,8,jul,2008,1046
ABC13116,broker,8,jul,2008,240
ABC13117,broker,8,jul,2008,239
ABC13118,broker,8,jul,2008,116
ABC13119,broker,8,jul,2008,265
ABC13121,broker,8,jul,2008,130
ABC13122,broker,8,jul,2008,130
ABC13123,broker,8,jul,2008,96
ABC13124,broker,8,jul,2008,272
ABC13125,broker,8,jul,2008,71
ABC13126,broker,8,jul,2008,705
ABC13127,broker,8,jul,2008,428
ABC13128,broker,8,jul,2008,106
ABC13129,broker,8,jul,2008,185
ABC13130,broker,8,jul,2008,455
ABC13131,broker,8,jul,2008,187
ABC13132,broker,8,jul,2008,253
ABC13133,broker,8,jul,2008,154
ABC13134,broker,8,jul,2008,114
ABC13135,broker,8,jul,2008,154
ABC13136,broker,8,jul,2008,201
ABC13137,broker,8,jul,2008,574
ABC13138,broker,8,jul,2008,202
ABC13139,broker,8,jul,2008,46
ABC13140,broker,8,jul,2008,401
ABC13141,broker,8,jul,2008,191
ABC13143,broker,8,jul,2008,362
ABC13144,broker,8,jul,2008,92
ABC13146,broker,8,jul,2008,220
ABC13147,broker,8,jul,2008,574
ABC13148,broker,8,jul,2008,249
ABC13149,broker,8,jul,2008,82
ABC13150,broker,8,jul,2008,359
ABC13151,broker,8,jul,2008,443
ABC13152,broker,8,jul,2008,165
ABC13155,broker,8,jul,2008,325
ABC13156,broker,8,jul,2008,1767
ABC13157,broker,8,jul,2008,145
ABC13158,broker,8,jul,2008,267
ABC13159,broker,8,jul,2008,188
ABC13160,broker,8,jul,2008,199
ABC13161,broker,8,jul,2008,141
ABC13162,broker,8,jul,2008,167
ABC13163,broker,8,jul,2008,545
ABC13164,broker,8,jul,2008,148
ABC13165,broker,8,jul,2008,681
ABC13166,broker,8,jul,2008,489
ABC13167,broker,8,jul,2008,483
ABC13168,broker,8,jul,2008,165
ABC13170,broker,8,jul,2008,245
ABC13171,broker,8,jul,2008,156
ABC13172,broker,8,jul,2008,173
ABC13173,broker,8,jul,2008,310
ABC13174,broker,8,jul,2008,214
ABC13175,broker,8,jul,2008,1082
ABC13176,broker,8,jul,2008,206
ABC13177,broker,8,jul,2008,143
ABC13178,broker,8,jul,2008,730
ABC13179,broker,8,jul,2008,119
ABC13180,broker,8,jul,2008,125
ABC13181,broker,8,jul,2008,259
ABC13182,broker,8,jul,2008,154
ABC13183,broker,8,jul,2008,70
ABC13184,broker,8,jul,2008,211
ABC13185,broker,8,jul,2008,163
ABC13186,broker,8,jul,2008,123
ABC13187,broker,8,jul,2008,716
ABC13188,broker,8,jul,2008,86
ABC13189,broker,8,jul,2008,116
ABC13190,broker,8,jul,2008,250
ABC13191,broker,8,jul,2008,338
ABC13192,broker,8,jul,2008,175
ABC13193,broker,8,jul,2008,212
ABC13195,broker,8,jul,2008,413
ABC13196,broker,8,jul,2008,97
ABC13197,broker,8,jul,2008,135
ABC13198,broker,8,jul,2008,528
ABC13199,broker,8,jul,2008,361
ABC13200,broker,8,jul,2008,293
ABC13201,broker,8,jul,2008,220
ABC13202,broker,8,jul,2008,803
ABC13203,broker,8,jul,2008,217
ABC13204,broker,8,jul,2008,188
ABC13205,broker,8,jul,2008,604
ABC13206,broker,8,jul,2008,159
ABC13207,broker,8,jul,2008,498
ABC13208,broker,8,jul,2008,220
ABC13209,broker,8,jul,2008,285
ABC13210,broker,8,jul,2008,231
ABC13211,broker,8,jul,2008,305
ABC13212,broker,8,jul,2008,96
ABC13213,broker,8,jul,2008,221
ABC13214,broker,8,jul,2008,454
ABC13215,broker,8,jul,2008,215
ABC13216,broker,8,jul,2008,764
ABC13217,broker,8,jul,2008,163
ABC13218,broker,8,jul,2008,121
ABC13219,broker,8,jul,2008,185
ABC13220,broker,8,jul,2008,297
ABC13221,broker,8,jul,2008,266
ABC13222,broker,8,jul,2008,303
ABC13223,broker,8,jul,2008,266
ABC13225,broker,8,jul,2008,424
ABC13226,broker,8,jul,2008,61
ABC13227,broker,8,jul,2008,306
ABC13228,broker,8,jul,2008,1027
ABC13229,broker,8,jul,2008,831
ABC13230,broker,8,jul,2008,510
ABC13231,broker,8,jul,2008,338
ABC13232,broker,8,jul,2008,107
ABC13233,broker,8,jul,2008,210
ABC13234,broker,8,jul,2008,138
ABC13235,broker,8,jul,2008,58
ABC13236,broker,8,jul,2008,305
ABC13237,broker,8,jul,2008,312
ABC13238,broker,8,jul,2008,283
ABC13239,broker,8,jul,2008,55
ABC13240,broker,8,jul,2008,360
ABC13241,broker,8,jul,2008,327
ABC13242,broker,8,jul,2008,216
ABC13243,broker,8,jul,2008,76
ABC13244,broker,8,jul,2008,202
ABC13245,broker,8,jul,2008,108
ABC13246,broker,8,jul,2008,194
ABC13247,broker,8,jul,2008,165
ABC13248,broker,8,jul,2008,141
ABC13249,broker,8,jul,2008,82
ABC13250,broker,8,jul,2008,84
ABC13251,broker,8,jul,2008,89
ABC13252,broker,8,jul,2008,136
ABC13253,broker,8,jul,2008,203
ABC13254,broker,8,jul,2008,54
ABC13255,broker,8,jul,2008,632
ABC13256,broker,8,jul,2008,158
ABC13257,broker,8,jul,2008,192
ABC13258,broker,8,jul,2008,144
ABC13259,broker,8,jul,2008,251
ABC13260,broker,8,jul,2008,319
ABC13261,broker,8,jul,2008,635
ABC13262,broker,8,jul,2008,584
ABC13263,broker,8,jul,2008,157
ABC13264,broker,8,jul,2008,117
ABC13265,broker,8,jul,2008,606
ABC13266,broker,8,jul,2008,78
ABC13267,broker,8,jul,2008,119
ABC13268,broker,8,jul,2008,192
ABC13269,broker,8,jul,2008,1720
ABC13270,broker,8,jul,2008,355
ABC13271,broker,8,jul,2008,452
ABC13272,broker,8,jul,2008,460
ABC13273,broker,8,jul,2008,819
ABC13274,broker,8,jul,2008,447
ABC13275,broker,8,jul,2008,294
ABC13277,broker,8,jul,2008,518
ABC13279,broker,8,jul,2008,171
ABC13280,broker,8,jul,2008,326
ABC13281,broker,8,jul,2008,55
ABC13282,broker,8,jul,2008,302
ABC13283,broker,8,jul,2008,323
ABC13285,broker,8,jul,2008,291
ABC13286,broker,8,jul,2008,426
ABC13287,broker,8,jul,2008,483
ABC13289,broker,8,jul,2008,474
ABC13290,broker,8,jul,2008,289
ABC13291,broker,8,jul,2008,517
ABC13293,broker,8,jul,2008,554
ABC13294,broker,8,jul,2008,96
ABC13295,broker,8,jul,2008,59
ABC13296,broker,8,jul,2008,228
ABC13297,broker,8,jul,2008,150
ABC13298,broker,8,jul,2008,154
ABC13299,broker,8,jul,2008,658
ABC13300,broker,8,jul,2008,117
ABC13301,broker,8,jul,2008,362
ABC13302,broker,8,jul,2008,145
ABC13303,broker,8,jul,2008,1061
ABC13304,broker,8,jul,2008,236
ABC13305,broker,8,jul,2008,268
ABC13306,broker,8,jul,2008,237
ABC13307,broker,8,jul,2008,378
ABC13308,broker,8,jul,2008,171
ABC13309,broker,8,jul,2008,514
ABC13310,broker,8,jul,2008,392
ABC13311,broker,8,jul,2008,218
ABC13312,broker,8,jul,2008,21
ABC13314,broker,8,jul,2008,201
ABC13315,broker,8,jul,2008,520
ABC13316,broker,8,jul,2008,137
ABC13317,broker,8,jul,2008,82
ABC13318,broker,8,jul,2008,687
ABC13323,broker,8,jul,2008,376
ABC13324,broker,8,jul,2008,476
ABC13326,broker,8,jul,2008,141
ABC13327,broker,8,jul,2008,155
ABC13328,broker,8,jul,2008,90
ABC13330,broker,8,jul,2008,187
ABC13331,broker,8,jul,2008,416
ABC13333,broker,8,jul,2008,283
ABC13335,broker,8,jul,2008,22
ABC13336,broker,8,jul,2008,38
ABC13337,broker,8,jul,2008,212
ABC13338,broker,8,jul,2008,249
ABC13339,broker,8,jul,2008,227
ABC13340,broker,8,jul,2008,256
ABC13342,broker,8,jul,2008,120
ABC13343,broker,8,jul,2008,241
ABC13346,broker,8,jul,2008,861
ABC13348,broker,8,jul,2008,250
ABC13349,broker,8,jul,2008,529
ABC13350,broker,8,jul,2008,244
ABC13351,broker,8,jul,2008,199
ABC13353,broker,8,jul,2008,191
ABC13354,broker,8,jul,2008,161
ABC13355,broker,8,jul,2008,89
ABC13356,broker,8,jul,2008,214
ABC13357,broker,8,jul,2008,75
ABC13358,broker,8,jul,2008,1111
ABC13359,broker,8,jul,2008,99
ABC13360,broker,8,jul,2008,183
ABC13361,broker,8,jul,2008,173
ABC13362,broker,8,jul,2008,329
ABC13363,broker,8,jul,2008,225
ABC13364,broker,8,jul,2008,210
ABC13367,broker,8,jul,2008,1011
ABC13369,broker,9,jul,2008,184
ABC13370,broker,9,jul,2008,75
ABC13371,broker,9,jul,2008,353
ABC13372,broker,9,jul,2008,126
ABC13373,broker,9,jul,2008,183
ABC13374,broker,9,jul,2008,134
ABC13375,broker,9,jul,2008,254
ABC13376,broker,9,jul,2008,394
ABC13377,broker,9,jul,2008,139
ABC13378,broker,9,jul,2008,80
ABC13379,broker,9,jul,2008,53
ABC13380,broker,9,jul,2008,129
ABC13381,broker,9,jul,2008,618
ABC13383,broker,9,jul,2008,82
ABC13384,broker,9,jul,2008,158
ABC13385,broker,9,jul,2008,1272
ABC13386,broker,9,jul,2008,182
ABC13387,broker,9,jul,2008,95
ABC13388,broker,9,jul,2008,72
ABC13389,broker,9,jul,2008,150
ABC13390,broker,9,jul,2008,98
ABC13391,broker,9,jul,2008,132
ABC13392,broker,9,jul,2008,259
ABC13393,broker,9,jul,2008,205
ABC13394,broker,9,jul,2008,261
ABC13395,broker,9,jul,2008,323
ABC13396,broker,9,jul,2008,537
ABC13397,broker,9,jul,2008,64
ABC13399,broker,9,jul,2008,618
ABC13400,broker,9,jul,2008,406
ABC13401,broker,9,jul,2008,183
ABC13402,broker,9,jul,2008,112
ABC13403,broker,9,jul,2008,199
ABC13404,broker,9,jul,2008,296
ABC13405,broker,9,jul,2008,206
ABC13406,broker,9,jul,2008,133
ABC13407,broker,9,jul,2008,317
ABC13408,broker,9,jul,2008,97
ABC13409,broker,9,jul,2008,128
ABC13410,broker,9,jul,2008,296
ABC13411,broker,9,jul,2008,74
ABC13412,broker,9,jul,2008,126
ABC13413,broker,9,jul,2008,389
ABC13414,broker,9,jul,2008,99
ABC13415,broker,9,jul,2008,99
ABC13416,broker,9,jul,2008,194
ABC13417,broker,9,jul,2008,420
ABC13418,broker,9,jul,2008,96
ABC13420,broker,9,jul,2008,110
ABC13421,broker,9,jul,2008,55
ABC13422,broker,9,jul,2008,45
ABC13423,broker,9,jul,2008,175
ABC13424,broker,9,jul,2008,153
ABC13425,broker,9,jul,2008,185
ABC13426,broker,9,jul,2008,62
ABC13427,broker,9,jul,2008,72
ABC13428,broker,9,jul,2008,51
ABC13429,broker,9,jul,2008,94
ABC13430,broker,9,jul,2008,93
ABC13431,broker,9,jul,2008,272
ABC13432,broker,9,jul,2008,295
ABC13433,broker,9,jul,2008,42
ABC13434,broker,9,jul,2008,225
ABC13435,broker,9,jul,2008,127
ABC13436,broker,9,jul,2008,85
ABC13438,broker,9,jul,2008,55
ABC13439,broker,9,jul,2008,206
ABC13440,broker,9,jul,2008,781
ABC13441,broker,9,jul,2008,113
ABC13442,broker,9,jul,2008,275
ABC13443,broker,9,jul,2008,92
ABC13444,broker,9,jul,2008,157
ABC13446,broker,9,jul,2008,89
ABC13447,broker,9,jul,2008,205
ABC13448,broker,9,jul,2008,128
ABC13449,broker,9,jul,2008,65
ABC13450,broker,9,jul,2008,515
ABC13451,broker,9,jul,2008,194
ABC13452,broker,9,jul,2008,147
ABC13453,broker,9,jul,2008,112
ABC13455,broker,9,jul,2008,285
ABC13456,broker,9,jul,2008,61
ABC13457,broker,9,jul,2008,174
ABC13458,broker,9,jul,2008,42
ABC13459,broker,9,jul,2008,1486
ABC13460,broker,9,jul,2008,130
ABC13461,broker,9,jul,2008,44
ABC13462,broker,9,jul,2008,145
ABC13464,broker,9,jul,2008,160
ABC13465,broker,9,jul,2008,645
ABC13466,broker,9,jul,2008,254
ABC13467,broker,9,jul,2008,1242
ABC13469,broker,9,jul,2008,64
ABC13470,broker,9,jul,2008,219
ABC13471,broker,9,jul,2008,115
ABC13472,broker,9,jul,2008,113
ABC13473,broker,9,jul,2008,126
ABC13474,broker,9,jul,2008,662
ABC13475,broker,9,jul,2008,625
